,Ticker,Company Name,Country,Sector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
157105,SLGN,SILGAN HOLDINGS INC,US,Containers & Packaging,BB,3.5,4.6,4.6,5.1
157296,SLM,SANLAM LIMITED,ZA,Life & Health Insurance,AA,8.2,5.7,5.4,5.7
157297,SLM,SLM CORPORATION,US,Consumer Finance,A,7.14,8.0,4.3,7.2
157546,SMAR,SMARTSHEET INC,US,Software & Services,A,6.4,4.9,5.3,5.1
157799,SMG,THE SCOTTS MIRACLE-GRO COMPANY,US,Specialty Chemicals,BB,3.9,3.1,4.1,4.7
158052,SMTC,SEMTECH CORPORATION,US,Semiconductors & Semiconductor Equipment,BB,4.2,4.3,3.7,5.6
158181,SNA,SNAP-ON INCORPORATED,US,Industrial Machinery,A,6.3,4.8,5.1,5.6
158434,SNDR,"SCHNEIDER NATIONAL, INC",US,Road & Rail Transport,A,6.9,4.5,4.7,5.1
158686,SNPS,"SYNOPSYS, INC",US,Software & Services,A,7.1,5.4,6.5,4.7
158939,SNV,SYNOVUS FINANCIAL CORP,US,Banks,A,7.0,2.3,4.3,7.0
159064,SNX,TD SYNNEX CORPORATION,US,"Electronic Equipment, Instruments & Components",BBB,4.8,3.5,5.5,3.0
159065,SNX,TECH DATA CORPORATION,US,"Electronic Equipment, Instruments & Components",AA,7.7,3.2,4.9,3.5
159568,SO,MISSISSIPPI POWER COMPANY,US,Utilities,A,6.5,6.8,6.9,5.1
159821,SON,"SONAE - SGPS, SA",PT,Retail - Food & Staples,A,7.0,3.2,5.3,5.8
159822,SON,SONOCO PRODUCTS COMPANY,US,Containers & Packaging,BBB,4.8,4.4,4.2,7.4
160327,SPCE,"VIRGIN GALACTIC HOLDINGS, INC",US,Aerospace & Defense,A,6.5,3.4,4.5,5.7
160456,SPG,"SIMON PROPERTY GROUP, INC",US,Real Estate Management & Services,BB,3.4,6.4,3.9,4.8
160457,SPG,STRIDE PROPERTY LIMITED,NZ,Real Estate Management & Services,BB,4.2,5.1,1.8,6.4
160458,SPG,SUPER GROUP LIMITED,ZA,Retail - Consumer Discretionary,BB,3.2,3.7,1.9,5.6
161215,SPGI,S&P GLOBAL INC,US,Diversified Financials,AA,7.3,10.0,4.4,5.6
161468,SPLK,SPLUNK INC,US,Software & Services,AA,7.9,5.8,5.7,5.5
161721,SPR,"SPIRIT AEROSYSTEMS HOLDINGS, INC",US,Aerospace & Defense,BB,3.0,2.5,3.7,4.2
161845,SR,Spire Alabama Inc,US,Utilities,BBB,5.6,5.1,6.4,5.0
162033,SRC,"SPIRIT REALTY CAPITAL, INC",US,Real Estate Management & Services,B,2.1,3.1,3.1,5.5
162286,SRCL,"STERICYCLE, INC",US,Commercial Services & Supplies,B,1.8,1.9,4.5,6.7
162539,SRE,ONCOR ELECTRIC DELIVERY COMPANY LLC,US,Utilities,BBB,4.6,6.4,1.9,6.4
162540,SRE,SAN DIEGO GAS & ELECTRIC COMPANY,US,Utilities,A,7.0,7.1,5.5,5.9
162541,SRE,SEMPRA ENERGY,US,Utilities,A,7.0,6.9,6.2,5.9
162542,SRE,Sirius Real Estate Limited,GG,Real Estate Management & Services,AA,8.2,4.0,6.3,8.6
163551,SRPT,"SAREPTA THERAPEUTICS, INC",US,Biotechnology,BBB,4.5,3.1,3.4,6.3
163804,SSB,SouthState Corporation,US,Banks,BB,4.2,0.9,3.6,5.6
163869,SSD,"SIMPSON MANUFACTURING CO, INC",US,Building Products,BB,4.2,2.7,6.3,6.1
164060,SSNC,"SS&C TECHNOLOGIES HOLDINGS, INC",US,Software & Services,BB,4.0,3.9,3.5,4.5
164313,ST,SENSATA TECHNOLOGIES HOLDING PLC,US,Electrical Equipment,BBB,5.2,4.7,3.1,6.6
164314,ST,Sensata Technologies BV,NL,Electrical Equipment,BBB,5.2,4.7,3.1,6.6
164819,STAG,"STAG INDUSTRIAL, INC",US,Real Estate Management & Services,BB,3.2,4.0,2.9,6.2
165072,STE,STERIS CORPORATION,US,Health Care Equipment & Supplies,AA,8.2,8.7,6.9,5.5
165073,STE,STERIS PUBLIC LIMITED COMPANY,IE,Health Care Equipment & Supplies,AA,8.2,8.7,6.9,5.5
165578,STLD,"STEEL DYNAMICS, INC",US,Steel,A,6.6,4.4,4.6,5.5
165831,STOR,STORE CAPITAL CORPORATION,US,Real Estate Management & Services,BB,3.7,3.5,3.0,6.7
166084,STRA,"STRATEGIC EDUCATION, INC",US,Diversified Consumer Services,BB,3.4,6.0,3.2,4.9
166211,STT,STATE STREET CORPORATION,US,Asset Management & Custody Banks,A,6.7,10.0,5.4,4.8
166464,STWD,"STARWOOD PROPERTY TRUST, INC",US,Asset Management & Custody Banks,BBB,5.3,7.0,4.4,5.5
166717,STX,SEAGATE TECHNOLOGY HOLDINGS PUBLIC LIMITED COMPANY,IE,"Technology Hardware, Storage & Peripherals",A,7.0,3.6,5.2,6.0
166718,STX,Strike Energy Ltd,AU,Oil & Gas Exploration & Production,BBB,4.3,1.3,4.2,7.4
167223,SUI,"SUN COMMUNITIES, INC",US,Real Estate Management & Services,BB,3.2,4.2,2.8,5.3
167476,SVC,SERVICE PROPERTIES TRUST,US,Real Estate Management & Services,CCC,0.0,3.8,3.1,1.3
167537,SWI,SolarWinds Corp,US,Software & Services,B,1.9,6.7,2.2,4.2
167790,SWK,"STANLEY BLACK & DECKER, INC",US,Industrial Machinery,BBB,4.3,4.5,3.7,4.8
168043,SWKS,"SKYWORKS SOLUTIONS, INC",US,Semiconductors & Semiconductor Equipment,A,6.4,5.5,7.4,4.3
168296,SWX,SOUTHWEST GAS CORPORATION,US,Utilities,A,6.5,6.0,6.0,4.9
168548,SYF,SYNCHRONY FINANCIAL,US,Consumer Finance,A,7.14,9.7,5.3,6.4
168801,SYK,STRYKER CORPORATION,US,Health Care Equipment & Supplies,B,2.4,10.0,3.3,5.1
169054,SYNH,"SYNEOS HEALTH, INC",US,Health Care Equipment & Supplies,BB,3.4,7.0,4.1,4.5
169307,SYY,SYSCO CORPORATION,US,Retail - Food & Staples,BBB,5.1,3.6,5.0,4.8
169560,T,"LEAP WIRELESS INTERNATIONAL, INC",US,Telecommunication Services,BB,4.1,10.0,4.6,4.0
169561,T,TELUS Corporation,CA,Telecommunication Services,AA,7.8,10.0,5.8,6.4
170066,TAP,MOLSON COORS BEVERAGE COMPANY,US,Beverages,AAA,8.8,6.6,7.1,5.0
170319,TDG,TRANSDIGM GROUP INCORPORATED,US,Aerospace & Defense,BB,3.8,2.5,3.0,3.9
170572,TDOC,"TELADOC HEALTH, INC",US,Health Care Equipment & Supplies,A,6.1,6.7,6.0,5.7
170825,TDY,TELEDYNE TECHNOLOGIES INCORPORATED,US,"Electronic Equipment, Instruments & Components",A,6.3,4.0,3.7,5.7
171078,TEL,PLDT Inc,PH,Telecommunication Services,BB,3.2,7.0,7.0,0.7
171079,TEL,TE Connectivity Ltd,CH,"Electronic Equipment, Instruments & Components",A,5.8,5.3,5.1,5.5
171080,TEL,TELENOR ASA,NO,Telecommunication Services,AAA,10.0,10.0,8.8,5.4
171837,TENB,"TENABLE HOLDINGS, INC",US,Software & Services,BBB,4.8,8.0,3.9,4.8
171902,TER,"TERADYNE, INC",US,Semiconductors & Semiconductor Equipment,BB,3.6,2.9,4.5,5.4
172155,TFC,Truist Bank,US,Banks,A,6.8,4.1,4.3,6.1
172408,TFSL,TFS FINANCIAL CORPORATION,US,Banks,BBB,5.0,3.5,4.2,3.3
172661,TFX,TELEFLEX INCORPORATED,US,Health Care Equipment & Supplies,BBB,5.3,7.6,5.1,5.5
172914,TGT,TARGET CORPORATION,US,Retail - Consumer Discretionary,AA,8.5,6.5,6.0,5.7
173167,TGTX,"TG THERAPEUTICS, INC",US,Biotechnology,BB,3.8,5.1,4.2,3.3
173168,THC,TENET HEALTHCARE CORPORATION,US,Health Care Providers & Services,BBB,4.9,6.5,3.6,6.6
173229,THG,"THE HANOVER INSURANCE GROUP, INC",US,Property & Casualty Insurance,BBB,5.5,2.8,4.1,6.3
173481,THO,"THOR INDUSTRIES, INC",US,Automobiles,A,6.9,4.4,2.8,6.5
173671,TJX,"THE TJX COMPANIES, INC",US,Retail - Consumer Discretionary,A,6.1,3.8,4.9,5.5
173924,TKR,THE TIMKEN COMPANY,US,Industrial Machinery,BBB,5.7,4.2,5.9,5.2
174114,TMO,"PPD, INC",US,Health Care Equipment & Supplies,BB,3.9,5.7,4.5,4.4
174115,TMO,THERMO FISHER SCIENTIFIC INC,US,Health Care Equipment & Supplies,BBB,5.0,10.0,3.9,5.4
174620,TMUS,"SPRINT COMMUNICATIONS, INC",US,Telecommunication Services,BB,4.1,9.2,4.1,5.0
174873,TMX,"TERMINIX GLOBAL HOLDINGS, INC",US,Diversified Consumer Services,AA,8.3,6.0,4.9,5.6
175126,TNDM,"TANDEM DIABETES CARE, INC",US,Health Care Equipment & Supplies,AA,7.9,6.2,6.9,6.1
175318,TNET,TELENET GROUP HOLDING NV,BE,Media & Entertainment,A,6.7,10.0,5.9,4.4
175319,TNET,"TRINET GROUP, INC",US,Professional Services,AA,8.2,6.7,8.0,5.1
175824,TOL,"TOLL BROTHERS, INC",US,Real Estate Development & Diversified Activities,B,2.7,3.9,1.7,4.7
176014,TPR,"TAPESTRY, INC",US,"Textiles, Apparel & Luxury Goods",BBB,5.3,3.8,4.7,5.8
176267,TPTX,Turning Point Therapeutics Inc,US,Biotechnology,BB,3.1,7.5,3.9,5.2
176332,TPX,"TEMPUR SEALY INTERNATIONAL, INC",US,Household Durables,BB,3.4,3.2,3.3,5.7
176522,TREE,"LENDINGTREE, INC",US,Consumer Finance,B,1.7,6.7,3.5,4.6
176711,TREX,"TREX COMPANY, INC",US,Building Products,A,6.8,5.0,7.2,6.0
176964,TRGP,"TARGA PIPELINE PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",BB,4.2,2.7,5.3,5.2
177090,TRIP,"TRIPADVISOR, INC",US,Interactive Media & Services,BB,3.5,5.5,3.5,3.7
177151,TRMB,TRIMBLE INC,US,"Electronic Equipment, Instruments & Components",AA,8.4,3.8,6.1,5.3
177404,TRNO,TERRENO REALTY CORPORATION,US,Real Estate Management & Services,B,2.1,4.5,1.9,5.2
177595,TROW,"T ROWE PRICE GROUP, INC",US,Asset Management & Custody Banks,AA,8.2,10.0,5.0,7.0
177848,TRU,TRANSUNION,US,Professional Services,BBB,5.6,8.0,5.4,6.4
177849,TRU,TRUWORTHS INTERNATIONAL LIMITED,ZA,Retail - Consumer Discretionary,BBB,4.9,3.1,4.5,5.2
178354,TRUP,"TRUPANION, INC",US,Life & Health Insurance,BB,4.2,3.3,3.4,6.0
178355,TRV,"The Travelers Companies, Inc",US,Property & Casualty Insurance,A,6.7,2.6,5.0,6.5
178608,TSCO,TESCO PLC,GB,Retail - Food & Staples,AA,7.3,8.0,4.0,6.8
178609,TSCO,TRACTOR SUPPLY COMPANY,US,Retail - Consumer Discretionary,AA,7.6,2.5,6.7,5.8
179114,TSN,"ADVANCEPIERRE FOODS HOLDINGS, INC",US,Food Products,BBB,5.7,4.1,4.3,5.1
179367,TTC,THE TORO COMPANY,US,Construction & Farm Machinery & Heavy Trucks,AA,7.7,4.6,6.5,5.0
179620,TTD,"THE TRADE DESK, INC",US,Software & Services,B,2.1,4.2,2.1,4.8
179873,TTEK,"TETRA TECH, INC",US,Commercial Services & Supplies,BBB,5.3,10.0,5.6,4.9
180126,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC",US,Media & Entertainment,A,6.3,6.7,4.8,4.9
180379,TW,Tradeweb Markets Inc,US,Diversified Financials,B,2.2,9.0,4.4,4.2
180508,TWLO,TWILIO INC,US,Software & Services,A,6.7,6.7,6.0,4.1
180761,TWO,TWO HARBORS INVESTMENT CORP,US,Asset Management & Custody Banks,B,2.6,6.7,2.5,4.8
180822,TWST,Twist Bioscience Corp,US,Health Care Equipment & Supplies,BB,3.4,5.9,5.4,3.2
180823,TWTR,"TWITTER, INC",US,Interactive Media & Services,BB,3.2,5.5,3.4,4.8
181076,TXG,10X Genomics Inc,US,Health Care Equipment & Supplies,BB,3.4,6.1,3.9,5.1
181077,TXG,TOREX GOLD RESOURCES INC,CA,Metals and Mining - Precious Metals,A,7.0,1.3,6.9,7.6
181334,TXN,TEXAS INSTRUMENTS INCORPORATED,US,Semiconductors & Semiconductor Equipment,AAA,9.4,7.1,8.1,5.1
181587,TXRH,"TEXAS ROADHOUSE, INC",US,Restaurants,B,2.5,2.0,3.2,6.3
181840,TXT,TEXTRON FINANCIAL CORPORATION,US,Diversified Financials,BBB,5.0,3.6,3.5,5.5
181841,TXT,TEXTRON INC,US,Aerospace & Defense,BBB,5.0,3.6,3.5,5.5
182346,TYL,"TYLER TECHNOLOGIES, INC",US,Software & Services,A,6.7,5.2,5.4,4.9
182599,U,Unity Software Inc,US,Software & Services,BB,3.8,3.8,3.8,4.3
182600,UAA,"UNDER ARMOUR, INC",US,"Textiles, Apparel & Luxury Goods",BB,3.0,3.3,3.9,2.8
182853,UAL,"UNITED AIRLINES HOLDINGS, INC",US,Airlines,B,2.5,3.6,2.6,3.9
183106,UBER,"UBER TECHNOLOGIES, INC",US,Road & Rail Transport,A,6.9,5.1,3.0,6.7
183359,UBSI,"UNITED BANKSHARES, INC",US,Banks,BB,3.0,1.5,3.3,4.9
183484,UDR,"UDR, INC",US,Real Estate Management & Services,BB,2.9,6.0,2.0,5.2
183737,UFPI,"UFP INDUSTRIES, INC",US,Building Products,BB,3.5,3.0,5.0,6.1
183801,UGI,UGI CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",AA,8.1,5.4,5.8,7.0
184054,UHS,"UNIVERSAL HEALTH SERVICES, INC",US,Health Care Providers & Services,CCC,0.7,6.5,2.6,3.9
184307,ULTA,"ULTA BEAUTY, INC",US,Retail - Consumer Discretionary,A,6.6,1.7,5.1,6.2
184560,UMPQ,UMPQUA HOLDINGS CORPORATION,US,Banks,BBB,5.4,1.0,3.3,6.3
184621,UNF,UNIFIRST CORPORATION,US,Commercial Services & Supplies,BBB,4.3,7.4,4.6,4.7
184873,UNH,UNITEDHEALTH GROUP INCORPORATED,US,Health Care Providers & Services,BB,4.2,10.0,4.9,4.7
185126,UNM,UNUM GROUP,US,Life & Health Insurance,BB,3.7,6.3,3.5,4.6
185379,UNP,UNION PACIFIC CORPORATION,US,Road & Rail Transport,BBB,5.6,5.6,3.0,6.0
185632,UNVR,PT Unilever Indonesia Tbk,ID,Household & Personal Products,AA,7.8,8.0,5.0,4.4
185633,UNVR,UNIVAR SOLUTIONS INC,US,Trading Companies & Distributors,BB,4.0,2.4,5.9,4.5
185754,UPS,"UNITED PARCEL SERVICE, INC",US,Air Freight & Logistics,A,7.0,9.5,3.1,5.4
186007,URI,"UNITED RENTALS (NORTH AMERICA), INC",US,Trading Companies & Distributors,A,6.0,3.3,6.7,5.8
186260,USB,US BANCORP,US,Banks,BBB,5.1,5.8,3.6,4.9
186513,USFD,US FOODS HOLDING CORP,US,Retail - Food & Staples,A,5.9,2.9,5.1,5.4
186766,USM,UNITED STATES CELLULAR CORPORATION,US,Telecommunication Services,BBB,5.1,6.2,5.8,4.1
186829,UTHR,UNITED THERAPEUTICS CORPORATION,US,Biotechnology,BB,3.8,2.4,4.9,5.6
187082,V,VISA INC,US,Software & Services,A,6.9,9.0,5.3,4.6
187335,VAC,MARRIOTT VACATIONS WORLDWIDE CORPORATION,US,Hotels & Travel,BBB,5.4,3.8,5.0,4.9
187525,VEEV,VEEVA SYSTEMS INC,US,Health Care Equipment & Supplies,BB,3.9,7.0,4.5,5.1
187778,VER,VERBUND AG,AT,Utilities,AAA,9.3,9.2,6.0,5.6
187779,VER,"VEREIT, INC",US,Real Estate Management & Services,B,2.6,3.9,2.9,6.0
188284,VFC,VF CORPORATION,US,"Textiles, Apparel & Luxury Goods",AA,8.3,6.6,5.5,5.9
188537,VIAV,VIAVI SOLUTIONS INC,US,"Technology Hardware, Storage & Peripherals",BBB,5.2,2.6,3.9,4.5
188600,VICI,VICI PROPERTIES INC,US,Real Estate Management & Services,BBB,5.3,5.5,4.0,6.1
188853,VIR,Vir Biotechnology Inc,US,Biotechnology,A,6.2,6.6,4.8,4.8
189044,VLO,VALERO ENERGY CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,4.3,8.3,5.9
189297,VLY,VALLEY NATIONAL BANCORP,US,Banks,BBB,5.4,0.7,3.8,5.1
189421,VMC,VULCAN MATERIALS COMPANY,US,Construction Materials,BBB,5.1,4.0,3.6,4.3
189674,VMW,"VMWARE, INC",US,Software & Services,AA,7.9,6.7,6.1,4.7
189927,VNO,VORNADO REALTY LP,US,Real Estate Management & Services,CCC,1.1,7.3,0.0,3.4
190180,VNT,VONTIER CORPORATION,US,"Electronic Equipment, Instruments & Components",A,6.5,2.4,5.4,5.4
190181,VNT,Vinythai Public Company Limited,TH,Commodity Chemicals,BBB,4.6,4.1,2.1,5.4
190182,VOYA,"VOYA FINANCIAL, INC",US,Diversified Financials,A,6.2,6.8,4.1,6.9
190435,VRM,"VROOM, INC",US,Retail - Consumer Discretionary,BBB,5.6,1.9,4.4,6.6
190500,VRNS,"VARONIS SYSTEMS, INC",US,Software & Services,BBB,4.8,6.7,4.0,4.9
190565,VRNT,VERINT SYSTEMS INC,US,Software & Services,BB,3.3,4.7,6.1,5.2
190629,VRSK,"VERISK ANALYTICS, INC",US,Professional Services,BBB,5.4,10.0,5.9,5.5
190882,VRSN,"VERISIGN, INC",US,Software & Services,A,6.7,8.0,4.6,5.3
191135,VRT,VERTIV HOLDINGS CO,US,Electrical Equipment,BBB,4.4,5.6,3.4,5.0
191136,VRT,VIRTUS HEALTH LIMITED,AU,Health Care Providers & Services,AA,7.7,5.5,5.6,5.1
191393,VRTX,VERTEX PHARMACEUTICALS INCORPORATED,US,Biotechnology,A,6.9,6.2,5.3,5.0
191646,VSAT,"VIASAT, INC",US,"Technology Hardware, Storage & Peripherals",BB,3.9,2.4,4.5,4.2
191707,VST,ILLINOIS POWER GENERATING COMPANY,US,Utilities,BB,3.7,3.0,5.5,6.6
191960,VTR,"VENTAS, INC",US,Real Estate Management & Services,AA,8.2,7.7,5.7,6.2
192213,VVV,VALVOLINE INC,US,Commodity Chemicals,A,6.2,5.1,2.8,6.0
192402,VZ,VERIZON COMMUNICATIONS INC,US,Telecommunication Services,AA,7.3,10.0,5.6,6.1
192655,W,WAYFAIR INC,US,Retail - Consumer Discretionary,BB,2.9,0.7,5.3,4.3
192908,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,US,Construction & Farm Machinery & Heavy Trucks,BB,4.1,4.1,4.0,4.5
193161,WAL,WESTERN ALLIANCE BANCORPORATION,US,Banks,BBB,5.4,0.8,3.1,5.2
193350,WAT,WATERS CORPORATION,US,Health Care Equipment & Supplies,AAA,9.2,10.0,6.8,6.7
193603,WBA,Farmacias Ahumada SpA,CL,Retail - Food & Staples,BBB,5.7,9.6,3.6,5.7
193604,WBA,WALGREEN CO,US,Retail - Food & Staples,BBB,5.7,9.6,3.6,5.7
194109,WBC,WESTPAC BANKING CORPORATION,AU,Banks,A,6.8,8.5,4.0,5.2
194211,WBS,WEBSTER FINANCIAL CORPORATION,US,Banks,A,7.1,3.2,4.6,6.9
194272,WDAY,"WORKDAY, INC",US,Software & Services,A,7.1,5.1,6.9,3.6
194525,WDC,WESTERN DIGITAL CORPORATION,US,"Technology Hardware, Storage & Peripherals",BBB,5.71,4.4,4.6,5.2
194778,WDFC,WD-40 COMPANY,US,Household & Personal Products,B,1.7,1.3,2.6,5.2
194841,WEC,"WEC ENERGY GROUP, INC",US,Utilities,A,6.5,6.4,5.0,6.0
194842,WEC,WISCONSIN PUBLIC SERVICE CORPORATION,US,Utilities,A,6.3,5.8,5.1,6.2
195347,WELL,WELL Health Technologies Corp,CA,Health Care Providers & Services,A,6.3,6.4,5.4,4.7
195348,WELL,WELLTOWER INC,US,Real Estate Management & Services,AAA,8.7,6.6,6.8,6.8
195853,WEN,THE WENDYS COMPANY,US,Restaurants,BBB,5.7,6.3,4.2,4.7
196106,WERN,"WERNER ENTERPRISES, INC",US,Road & Rail Transport,AA,7.9,4.6,4.2,6.3
196169,WEX,WEX INC,US,Software & Services,AA,8.3,7.0,6.4,5.6
196422,WFC,WELLS FARGO & COMPANY,US,Banks,BB,4.25,9.0,2.6,3.0
196675,WH,"WYNDHAM HOTELS & RESORTS, INC",US,Hotels & Travel,BBB,5.7,4.9,4.3,6.5
196928,WHR,WAREHOUSE REIT PLC,GB,Real Estate Management & Services,B,2.1,3.1,2.0,5.8
196929,WHR,WHIRLPOOL CORPORATION,US,Household Durables,BBB,4.5,4.7,3.6,5.7
197434,WING,WINGSTOP INC,US,Restaurants,BBB,5.4,4.7,5.1,5.9
197562,WIX,WIXCOM LTD,IL,Software & Services,AA,7.9,6.7,4.7,7.0
197563,WIX,Wickes Group PLC,GB,Retail - Consumer Discretionary,AA,7.3,7.8,3.0,7.9
198068,WK,WORKIVA INC,US,Software & Services,AA,8.3,5.1,5.9,6.0
198069,WLK,WESTLAKE CORPORATION,US,Commodity Chemicals,CCC,1.1,3.1,0.4,3.4
198322,WM,WALLBRIDGE MINING COMPANY LIMITED,CA,Metals and Mining - Non-Precious Metals,BB,3.5,2.0,2.4,5.4
198323,WM,"WASTE MANAGEMENT, INC",US,Commercial Services & Supplies,BBB,5.5,6.0,5.3,5.4
198828,WMB,NORTHWEST PIPELINE LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",BBB,5.1,4.7,5.5,4.5
198829,WMB,"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",BBB,5.3,5.0,4.2,5.5
199334,WMGI,"WRIGHT MEDICAL GROUP, INC",US,Health Care Equipment & Supplies,B,2.4,10.0,3.3,5.1
199552,WMS,"ADVANCED DRAINAGE SYSTEMS, INC",US,Building Products,AA,7.7,5.2,7.1,6.1
199681,WMT,WALMART INC,US,Retail - Food & Staples,BBB,4.9,99.0,4.1,3.3
199934,WPC,WP CAREY INC,US,Real Estate Management & Services,BBB,5.5,5.2,4.7,6.3
200187,WRB,W R BERKLEY CORPORATION,US,Property & Casualty Insurance,BB,4.2,2.4,4.4,4.4
200440,WRK,Smurfit-Stone Container Corporation,US,Containers & Packaging,BBB,5.7,5.2,3.5,7.3
200693,WSC,"MOBILE MINI, INC",US,Commercial Services & Supplies,A,5.9,6.5,7.1,5.4
200758,WSM,"WILLIAMS-SONOMA, INC",US,Retail - Consumer Discretionary,AA,8.5,7.4,5.2,6.6
201011,WSO,"WATSCO, INC",US,Trading Companies & Distributors,BB,4.0,2.5,6.2,5.2
201264,WST,"WEST PHARMACEUTICAL SERVICES, INC",US,Health Care Equipment & Supplies,AAA,8.9,10.0,7.3,6.2
201517,WTFC,WINTRUST FINANCIAL CORPORATION,US,Banks,BBB,5.4,0.3,3.2,6.7
201578,WTM,"WHITE MOUNTAINS INSURANCE GROUP, LTD",US,Property & Casualty Insurance,BB,3.0,3.9,2.6,5.4
201641,WTS,"WATTS WATER TECHNOLOGIES, INC",US,Industrial Machinery,AA,8.3,5.0,5.9,6.4
201704,WU,THE WESTERN UNION COMPANY,US,Software & Services,AA,7.4,6.7,5.0,6.6
201957,WWD,"WOODWARD, INC",US,Aerospace & Defense,BBB,5.4,5.1,4.2,4.1
202210,WWE,"WORLD WRESTLING ENTERTAINMENT, INC",US,Media & Entertainment,BBB,5.6,6.7,5.6,4.4
202398,WY,WEYERHAEUSER COMPANY,US,Paper & Forest Products,A,7.1,5.2,2.3,7.6
202651,WYNN,"WYNN LAS VEGAS, LLC",US,Casinos & Gaming,BB,4.0,4.7,3.9,4.5
202904,XEL,Northern States Power Company (Minnesota),US,Utilities,AA,7.4,6.8,6.7,6.7
202905,XEL,Northern States Power Company (Wisconsin),US,Utilities,AA,7.9,7.1,6.0,6.7
202906,XEL,PUBLIC SERVICE COMPANY OF COLORADO,US,Utilities,AA,7.2,6.4,6.8,6.7
202907,XEL,SOUTHWESTERN PUBLIC SERVICE COMPANY,US,Utilities,AA,7.4,6.7,6.7,6.4
203916,XOM,XTO ENERGY INC,US,Integrated Oil & Gas,BBB,4.6,4.1,6.1,4.4
204169,XPO,"XPO CNW, INC",US,Air Freight & Logistics,BBB,5.7,8.8,3.4,5.2
204170,XPO,"XPO LOGISTICS, INC",US,Road & Rail Transport,BBB,5.7,8.8,3.4,5.2
204675,XRX,XEROX HOLDINGS CORPORATION,US,"Technology Hardware, Storage & Peripherals",AA,8.5,5.2,6.3,5.2
204864,XYL,XYLEM INC,US,Industrial Machinery,AAA,8.9,6.6,5.6,6.0
205117,Y,"TRANSATLANTIC HOLDINGS, INC",US,Multi-Line Insurance & Brokerage,BB,4.2,2.5,4.4,5.9
205370,YETI,"YETI HOLDINGS, INC",US,Leisure Products,AA,7.4,3.7,6.6,5.7
205499,YUM,"YUM! Brands, Inc",US,Restaurants,BBB,5.0,4.5,3.5,6.1
205752,ZAYO,"ZAYO GROUP, LLC",US,Telecommunication Services,BBB,4.9,7.9,5.5,5.1
205797,ZBH,"ZIMMER BIOMET HOLDINGS, INC",US,Health Care Equipment & Supplies,BB,3.9,10.0,5.2,5.0
206050,ZBRA,ZEBRA TECHNOLOGIES CORPORATION,US,"Electronic Equipment, Instruments & Components",AA,7.4,3.2,6.1,5.0
206303,ZEN,"ZENDESK, INC",US,Software & Services,A,6.7,4.2,5.4,5.8
206556,ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",US,Banks,BBB,5.1,2.1,4.0,5.1
206809,ZM,"ZOOM VIDEO COMMUNICATIONS, INC",US,Software & Services,BB,3.8,4.5,3.3,4.7
206938,ZNGA,ZYNGA INC,US,Media & Entertainment,BBB,4.6,6.7,3.7,5.2
207191,ZS,"ZSCALER, INC",US,Software & Services,A,6.0,6.7,4.5,5.3
207444,ZTS,ZOETIS INC,US,Pharmaceuticals,AA,7.9,4.7,5.7,5.5
